<0,stu2-8,stu2-8application2-8,checkStatus> 0.0023680892344342683
<2490,admissions4-1,stu1-11application1-11,setStatus> 1.7810063158724574E-4
<2491,stu3-7,gradebook3-5,readMyScores> 3.1405471387724144E-5
<2492,stu3-7,gradebook3-9,readMyScores> 4.4422395102934625E-5
<2493,admissions4-0,stu2-8application2-8,read> 1.9452459587567788E-4
<2494,registrar0-1,transcript2-8,read> 1.913666962666706E-4
<2495,registrar4-0,transcript5-10,read> 3.787129871877005E-5
<2496,registrar0-1,transcript2-7,read> 1.9237014846470424E-4
<2497,admissions4-0,stu0-19application0-19,setStatus> 1.1100491723872795E-4
<2498,registrar4-0,transcript5-11,read> 3.3093841850173566E-5
<2499,admissions2-0,stu5-10application5-10,read> 1.758222936065398E-4
<2500,registrar0-1,transcript2-6,read> 1.8935979187060327E-4
<2501,registrar0-1,transcript2-5,read> 1.9036324406863692E-4
<2502,registrar4-0,transcript5-13,read> 3.189947763302444E-5
<2503,registrar4-0,transcript5-14,read> 3.070511341587532E-5
<2504,registrar4-0,transcript5-15,read> 2.95107491987262E-5
<2505,registrar0-1,transcript2-2,read> 1.933736006627379E-4
<2506,registrar4-0,transcript5-16,read> 2.7122020764427957E-5
<2507,registrar0-1,transcript2-0,read> 2.3451514078211828E-4
<2508,admissions4-0,application5-3,read> 1.8810151682887804E-4
<2509,fac2-1,gradebook2-3,assignGrade> 8.065902133374052E-4
<2510,stu2-17,gradebook2-4,readMyScores> 1.0114343048065902E-4
<2511,stu2-10,gradebook2-7,readMyScores> 1.6955546101360086E-4
<2512,admissions4-1,stu3-19application3-19,setStatus> 1.713095575905389E-4
<2513,registrar0-1,transcript2-1,read> 1.9437705286077156E-4
<2514,admissions2-1,stu1-4application1-4,read> 1.8441783171820766E-4
<2515,admissions4-0,application4-0,read> 1.332583034292796E-4
<2516,admissions4-0,stu4-9application4-9,read> 1.1843581332128001E-4
<2517,admissions4-0,application4-1,read> 1.396813824760794E-4
<2518,admissions4-0,application4-2,read> 1.3869321646887945E-4
<2519,admissions4-0,application4-3,read> 1.4165771449047934E-4
<2520,admissions4-0,application4-4,read> 1.4116363148687937E-4
<2521,stu3-4,gradebook3-4,readMyScores> 5.304542754477793E-5
<2522,fac0-2,gradebook0-4,assignGrade> 1.1797627945751836E-4
<2523,admissions0-0,stu0-7application0-7,read> 1.2522364284257314E-4
<2524,registrar2-0,roster0-8,write> 1.597186939221922E-4
<2525,stu3-4,gradebook3-3,readMyScores> 4.041796021712698E-5
<2526,admissions0-1,stu1-12application1-12,read> 1.3694960115084048E-4
<2527,registrar2-0,roster0-7,write> 1.4987054111574602E-4
<2528,registrar4-0,transcript2-4,read> 2.325526661140768E-4
<2529,registrar2-0,roster0-6,write> 1.5044984422200755E-4
<2530,registrar4-0,transcript2-3,read> 2.337470303312259E-4
<2531,registrar0-0,roster5-6,write> 8.4753345405155E-5
<2532,registrar2-0,roster0-4,write> 1.4929123800948445E-4
<2533,registrar2-0,roster0-3,write> 1.4639472247817675E-4
<2534,registrar4-0,transcript2-0,read> 2.791328705828925E-4
<2535,registrar2-0,roster0-2,write> 1.4755332869069985E-4
<2536,registrar2-0,roster0-1,write> 1.4523611626565368E-4
<2537,registrar0-1,transcript5-19,read> 1.8772918204879855E-5
<2538,registrar4-1,roster0-1,write> 1.6852564938620393E-4
<2539,admissions2-1,stu0-10application0-10,read> 1.8489226927434843E-4
<2540,admissions2-1,stu5-18application5-18,setStatus> 1.2276521043130475E-4
<2541,stu3-4,gradebook3-9,readMyScores> 4.8436992695734223E-5
<2542,stu3-4,gradebook3-6,readMyScores> 3.3600822322310245E-5
<2543,registrar2-0,roster0-9,write> 1.6087730013471526E-4
<2544,admissions2-0,stu1-13application1-13,setStatus> 1.34072876979295E-4
<2545,admissions4-0,stu3-19application3-19,setStatus> 1.6995800289554448E-4
<2546,registrar4-0,transcript2-9,read> 2.3733012298267326E-4
<2547,stu2-15,gradebook2-5,readScore> 1.009610158386068E-4
<2548,registrar4-0,transcript2-5,read> 2.2658084502833118E-4
<2549,registrar4-1,transcript2-5,read> 2.301142695122038E-4
<2550,registrar4-1,transcript2-2,read> 2.3375323885217275E-4
<2551,stu3-5,gradebook3-1,readMyScores> 7.348784516108776E-5
<2552,admissions2-0,stu5-18application5-18,setStatus> 1.2683196688451567E-4
<2553,stu5-11,transcript5-11,read> 1.3739562550801746E-4
<2554,stu3-5,gradebook3-6,readMyScores> 3.323757018909608E-5
<2555,stu3-5,gradebook3-9,readMyScores> 4.791334953145601E-5
<2556,registrar4-1,transcript2-7,read> 2.325402490721831E-4
<2557,admissions0-0,stu4-16application4-16,setStatus> 1.9837283579355594E-4
<2558,admissions2-0,application2-0,setStatus> 5.7207831357791605E-5
<2559,admissions0-1,stu3-2application3-2,read> 5.7687096559401735E-5
<2560,stu2-14,gradebook2-3,readMyScores> 9.636532906298682E-5
<2561,admissions0-1,stu5-6application5-6,setStatus> 3.9255408468650366E-5
<2562,admissions4-1,stu2-9application2-9,setStatus> 2.0186939057571966E-4
<2563,stu2-14,gradebook2-4,readMyScores> 9.503204495312676E-5
<2564,stu3-2,gradebook3-6,readMyScores> 3.2874318055881915E-5
<2565,stu3-2,gradebook3-7,readMyScores> 6.089678870370831E-5
<2566,registrar4-1,transcript3-4,read> 9.425941415336263E-5
<2567,registrar4-1,transcript4-13,read> 4.363225321104448E-4
<2568,stu3-2,gradebook3-8,readMyScores> 3.727850041307224E-5
<2569,admissions2-1,stu2-9application2-9,read> 1.692358299217039E-4
<2570,admissions2-0,application2-4,setStatus> 6.444874145257092E-5
<2571,admissions2-0,application2-3,setStatus> 6.333475528414333E-5
<2572,admissions0-0,stu2-9application2-9,read> 2.0707738195388615E-4
<2573,stu3-2,gradebook3-1,readMyScores> 7.26846993123327E-5
<2574,registrar2-1,roster0-1,write> 1.4588304774122452E-4
<2575,admissions2-1,application2-1,setStatus> 5.591264570238198E-5
<2576,admissions2-1,application2-2,setStatus> 5.6451779288905554E-5
<2577,registrar4-1,roster4-9,read> 1.1896154729295794E-4
<2578,admissions4-1,stu0-16application0-16,setStatus> 1.3509049627476906E-4
<2579,registrar4-1,roster3-4,read> 1.4946253319649396E-4
<2580,stu3-3,gradebook3-6,readMyScores> 3.251106592266775E-5
<2581,admissions2-0,stu4-16application4-16,setStatus> 1.6749246203212254E-4
<2582,registrar0-1,roster4-3,write> 1.0104425619907522E-4
<2583,admissions2-1,stu4-0application4-0,setStatus> 6.399964950023554E-5
<2584,admissions0-0,stu5-6application5-6,setStatus> 3.9388703573807074E-5
<2585,admissions2-1,stu1-11application1-11,read> 1.4930945256379276E-4
<2586,stu3-3,gradebook3-5,readMyScores> 3.313308081573255E-5
<2587,stu3-3,gradebook3-8,readMyScores> 3.6866583281436086E-5
<2588,stu3-3,gradebook3-9,readMyScores> 4.6866063202899594E-5
<2589,admissions4-1,stu0-13application0-13,read> 1.6419873719315375E-4
<2590,registrar2-1,roster0-4,write> 1.499562323881459E-4
<2591,admissions2-1,application2-4,setStatus> 6.238224874066484E-5
<2592,admissions0-0,stu3-8application3-8,read> 1.838564630570598E-4
<2593,admissions2-1,application2-3,setStatus> 6.130398156761769E-5
<2594,registrar2-1,roster0-2,write> 1.4821058182517958E-4
<2595,registrar2-1,roster0-3,write> 1.4704681478320205E-4
<2596,stu2-15,gradebook2-2,readMyScores> 1.9341145533005878E-4
<2597,registrar0-1,roster0-9,read> 2.1233832960431098E-4
<2598,registrar2-1,roster0-7,write> 1.5053811590913464E-4
<2599,admissions4-0,stu3-13application3-13,setStatus> 1.3346323558418186E-4
<2600,admissions2-1,stu2-9application2-9,setStatus> 1.9231344309284537E-4

